area,config,epoch,training_mse,validation_rmse
5259,"{""length"": 144, ""hidden"": 32}",17,0.0193655475548974,119.02483222121997
5259,"{""length"": 144, ""hidden"": 32}",18,0.0191774432849441,117.81926033049722
5259,"{""length"": 144, ""hidden"": 32}",19,0.0190111333993752,117.27549594947938
5259,"{""length"": 144, ""hidden"": 32}",20,0.0188598424621351,116.795444490717
5259,"{""length"": 144, ""hidden"": 32}",21,0.0187213667696369,116.45414583421297
5259,"{""length"": 144, ""hidden"": 32}",22,0.0185964220446777,116.17042274263322
5259,"{""length"": 144, ""hidden"": 32}",23,0.0184831264702877,115.9333721952894
5259,"{""length"": 144, ""hidden"": 32}",24,0.0183804046926186,115.71866829378077
5259,"{""length"": 144, ""hidden"": 32}",25,0.0182869355725655,115.51217744368203
5259,"{""length"": 144, ""hidden"": 32}",26,0.0182016080192237,115.30307811385056
5259,"{""length"": 144, ""hidden"": 32}",27,0.0181233999081649,115.08468062741488
5259,"{""length"": 144, ""hidden"": 32}",28,0.0180514040025504,114.8531385595225
5259,"{""length"": 144, ""hidden"": 32}",29,0.0179848201851173,114.60733227902791
5259,"{""length"": 144, ""hidden"": 32}",30,0.0179229651524632,114.3484759258088
